id,comment_text,toxicity,label_sexual_orientation
255697,"I suppose my confusion came from doing a quick web search to find out what was meant by ""safe space.""  The first thing that came up was a Wikipedia article that says;

 ""In educational institutions, safe-space (or safe space), safer-space, and positive space are terms used to indicate that a teacher, educational institution or student body does not tolerate anti-LGBT violence, harassment or hate speech, but rather is open and accepting, thereby creating a safe place for lesbian, gay, bisexual, transgender, and all students.""

The easy jump from there is to ask who is harmed by allowing intolerance, and why would they be so concerned about a newspaper comments section?  I'm afraid the answer to that question is rather ugly.

If, as you suggest, the term has come to mean an exclusion of topics or ideas on a larger scale then that is something different.",toxic,homosexual_gay_or_lesbian
259847,Lucky for the way this turned out and thanks is differently in order for Springfield PD. The homosexual lifestyle is more often a violent lifestyle largely hidden from public view by the media and by LGBTQ agenda. I read some where in past there are nearly 3 times as many domestic abusive help centers for homosexuals in San Francisco and L.A. then heterosexual domestic abusive help centers.,toxic,heterosexual
260427,"I've got news for you, folks. People in this state are NEVER going to stop voting R because some hypothetical lib would do WAY WORSE, or so the logic goes.

All Republicans like Pete Kelly have to do is make a big stink out of the Four Gs (God, guns, gays and gabortion [Sorry, have to make it rhyme somehow!]) and the not-so-smart, single-issue voters will ALWAYS push them through the primaries, even at their own economic peril.

Once to the general elections, folks in this state will ALWAYS vote for whatever has an 'R' after its name as the hypothetical lib alternative is so scary.

Bend over, Alaska. We haven't reached bottom yet.",toxic,homosexual_gay_or_lesbian
261951,"The agenda does not bring forth life.  The agenda distorts gender identities.  The agenda ruins families.  I have nothing against homosexuals themselves.  I consider them to have a mental disorder where they are able to function in society.  I do not believe in harming homosexuals.   While I do not believe in discriminating against anybody, I also do not believe in turning society upside down to accommodate them.  This what some of the 'rights' bills are doing.   With these bills, it is getting more difficult to keep hetrosexual men out of women's locker rooms and hetrosexual women out of men's locker rooms.",toxic,homosexual_gay_or_lesbian
262198,"The gay community is the most oppressive organization out there and your comment reflects that! They allow NO DISSENT, yet this country is built on it.",toxic,homosexual_gay_or_lesbian
262335,"It's actually a little worse than that now ......   ""A transgender woman says she was raped in a unisex bathroom at the Stonewall Inn — and police are searching for the suspect who they say regularly frequents the landmark gay bar.""

http://nypost.com/2016/03/28/transgender-woman-says-she-was-raped-in-stonewall-inn-bathroom/",toxic,homosexual_gay_or_lesbian
262430,"""This is also part of what is behind abortion."" Gay people, fewer gay men than gay women, get abortions. The good news is, whereas hetero women get pregnant with what's-his-brother's-name and can have 8 children by 8 daddys, if gay people put enough thought and effort into it, they too can produce children. The fact that fing easily produces a child is extremely unfortunate for thousand of children who live in domestic violence, abandonment, neglect, squalor - and are subjected to horrific acts of sexual and physical abuse by their parents, friends of parents, or mom's new boyfriend. Let's focus on what gays don't bring to the table and how uncomfortable that makes you.",toxic,homosexual_gay_or_lesbian
262467,"Alaska passed an Anti-Discrimination Act back in the mid 1950s.  Alaska Natives weren't allowed in most white-owned businesses.  That bill sought to end discrimination for not only Alaska Natives, but for anyone living in Alaska.  If you open a business, you're inviting the public (everyone) to patronize your  business.  Therefore, you can't very well draw an invisible line and cherry pick customers.  It's over anti-LGBT supporters.  No religious beliefs or affiliation can stop the US Supreme Court's declaration supporting gay-marriage.  Accept that the LGBT community forever has parity with the heterosexual community.",toxic,homosexual_gay_or_lesbian
262680,"Hooper: ""The (homosexual) agenda does not bring forth life.""

A long time ago I had a vasectomy. So my 'agenda' can't bring forth life either.",toxic,homosexual_gay_or_lesbian
262710,"Well now, BBurn, 68% of American voters supported gay marriage.  Voters are part of society, are they not?  Haha",toxic,homosexual_gay_or_lesbian
262743,"Your ideal minimizes gays and women, IMO. I won't be inviting you to dinner.",toxic,homosexual_gay_or_lesbian
262760,"None of us care about your perversion, so long as you keep it out of our faces.  Why do the LGBT crowd have to keep pushing?
Islam hates everything LGBT and socialist, except the bennies.
Gee, lets all be Europe and FAIL, lets let our women be raped, lets let the animals in--to get rid of the Christians, the homosexuals, the liberals--oh, yeah, that is the goal of Islam.",toxic,homosexual_gay_or_lesbian
262768,"It is not meant to minimize women in any way.  They are just as important as men as far as I am concerned.  Without them there would be no life.  While the ideal does minimize gays, I do think individuals should be celebrated for their uniqueness.   In the same way, singles should be celebrated.",toxic,homosexual_gay_or_lesbian
262802,"So what's with the ""homosexual agenda""
remark? My parents were strictly anti-gay, but they had me. Everyone in my family and everyone I dealt with as a child was straight. I didn't fit the frggin mold! Uh-oh! My parents hate me! My Sunday school teacher hates me! I'm evil, a sinner, going to hell-oh no! Maybe if I pretend! (This is where a lot of gay youth turn to drug or suicide.) Lucky me, I met some people who were like me. I even fell in love. I want to marry that person, but it doesn't suit ---- you??? Because I won't have children? Thr human race won't perish if a few of us don't reproduce. The Bundys and Duggars of the world will see to that.",toxic,homosexual_gay_or_lesbian
262965,"You're not making a heck of a lot of sense there, Lawrence.  Isn't the ""right"" to discriminate against gays more like something out sharia law?",non-toxic,homosexual_gay_or_lesbian
262995,"The dream is shattered when one of the kids is gay? Do gay people not deserve the ideal, or close to it? A loving, supportive spouse, someone to work with to build security, a companion in the golden years?",toxic,homosexual_gay_or_lesbian
263595,A high % of gay men ask for a second opinion.,toxic,homosexual_gay_or_lesbian
265989,Why do liberals abort your babies? Because once you have a baby it makes it tougher for them to force you into a gay marriage.,toxic,homosexual_gay_or_lesbian
266050,"Yea, we really need this law because I'm sure gay people throughout Alaska are clamoring to be married by hate-filled homophobic religious extremists...not!",toxic,homosexual_gay_or_lesbian
266287,"Actually, they are demanding religious weddings in churches across Alaska. Our church made a decision to only allow weddings between verified church members from local churches of similar faith, but that will only protect us for a period of time.

We don't hate or fear homosexuals. We just believe in taking the whole Bible in context and obeying God to the best of our abilities. Homosexual sex is condemned in numerous passages of the Bible, so for God's churches to conduct gay weddings would be for God's people to disobey God. Might as well open bars in the basement and houses of prostitution in the parsonage. God tells us that anytime He imposes a restriction it is because He loves us and wants what is best for us. It is not our place to question that. And ultimately, I trust God far more than I trust you to know what is best for the world.

You can be as angry and insulting as you like, but I will choose to obey God and demand that my church do the same.",toxic,homosexual_gay_or_lesbian
266433,It's ironic that a Catholic bishop is asking the legislators for so-called protection from being forced to marry same-sex couples when the Catholic priests across the world are sexually assaulting children.  Take the beam out of thine own eye bishop  before you try and take a sliver out of a homosexual's eye.  There must  be laughter in Heaven and Hell.,toxic,homosexual_gay_or_lesbian
266462,The US Supreme Court has ruled that marriage is legal for same-sex couples.  The homosexual population now has parity with heterosexual couples.  I can't wait for the US Supreme Court to render another decision that religious freedom can't discriminate.,non-toxic,homosexual_gay_or_lesbian
266468,"If God is the creator of life, Markham, he didn't discriminate how life can be formed.  I believe if there is a God, he loves homosexuals the same as he may or may not love you or anyone else.  Don't forget, Jesus said that he hates hypocrites.",toxic,homosexual_gay_or_lesbian
266552,I see nothing wrong with gay weddings.  People should be happy when they get married.,non-toxic,homosexual_gay_or_lesbian
266681,"My impoverished mother scraped to send my brother and I to Catholic schools whenever we lived near one. They were rigid, & not much room for reflection or self-expression; But the academic, ruler and yardstick discipline - and no girls - did help me learn to focus academically.  
However, I've no empathy for this decision - and I might feel differently if the sexual misbehavior of so many priests hadn't put the Church in the position of the child-molesting pot calling the homosexual-lesbian kettle black.
The Juneau Chapel is a locals & tourists quiet spot of beauty and tranquility. If they don't want Alaskans or visitors of other faiths or of non-heterosexual preferences to use the Catholic Chapel itself for ceremonies - I can understand that - to a degree.. 
But the grounds could certainly accommodate a roofed/open deck for others to engage in positive spiritual sharing on occasion. The Bishop's stance would be quietly clear, yet the Shrine still be spiritually welcoming place to all.",toxic,homosexual_gay_or_lesbian
266723,"imagine, if the gay community was as militant and zealous about defining, demanding and defending they're rights as Americans as these good end times Christians prophesizing Armageddon. 
there would be rivers of blood. 

the thought of losing the ability to deny the rights of a group of people,
the thought that gays could push legislation to deny you freedoms long taken for granted as divine and not given by man...
gives you an aneurysm.  
...just the thought.  
 the irony.

""patriotism"" is relative.",toxic,homosexual_gay_or_lesbian
266801,"What will “God” do if religions have to obey the same laws as everyone else by, say, uniting a pair of homosexuals in holy matrimony? Cause more warming of the Planet? 
Every single one of God’s alleged “laws” came to us…and come to us now in some of these comments…from the mouths and pens of Humans. It’s all hearsay (along with the rest of it). Nevertheless, seeing as how many Humans are residually superstitious, religion still gets all kinds of grandfathered special treatment from the government, including freedom from paying taxes. 
In America, the religious are mostly “just in case” religionists---they suspect it’s probably all bull…and that dead people never actually show up again…but hey, “just in case.”
So why would gays want to get married in a Church that doesn’t approve of their marriage? Oh, they’re Catholic…or they believe in some church. In that case go back and read the first paragraph above.",toxic,homosexual_gay_or_lesbian
266903,"I suggest bishop Burns read the bible more often.
Does that mean that the Brother Francis shelter doesn't allow homosexuals?",non-toxic,homosexual_gay_or_lesbian
267002,"You write like you're the one that wrote Lynn Gattis' talking point about doing away with the senior citizens, Gay.  How much did you get paid for that script?",toxic,homosexual_gay_or_lesbian
267137,"In ta he 2015 Supreme Court ruling making gay marriages legal, the Supreme Court also ruled that it only applied to civil services. In their opinion they also ruled that no pastor or priest had to go against their religious beliefs and marry a gay couple. They used the example of Catholics priest not marrying a divorced person because of Catholic beliefs. So how many times has the Catholic church been sued for not marrying a divorcee? None. how many times has the church been sued for not holding a religious ceremony to marry a gay couple? None. Just more pandering to the base so hopefully they won't see what the real problems are. Just like the law to keep PP out of the classroom. Just like the law to allow guns on campuses. The legislature just justified spending $32.5 million on the LIO. And they haven't even gotten around yet to the budget deficit. Except for passing a bill for cutting state funding to the municipalities and putting the problem of paying onto them.",non-toxic,homosexual_gay_or_lesbian
267279,"Gays and Lesbians and others kept swearing that they would NEVER force a Church to perform marriages for them if they got the right to get married.    Well they received the right to get married but that's not good enough for them............they have to try to force everyone else to be miserable and to try to force them to accept their sexual deviations from the norm. 

Hey  FYI,  homosexuality is a SEXUAL PREFERENCE,  it is NOT A MINORITY RACE.......IT does not have the right to take the rights of others religious beliefs away.",toxic,homosexual_gay_or_lesbian
267320,"live and let live only extends to those who want to force gay marriage down everyone's throat.

we live in a pluralistic society, get over it. people are free to disagree and have their religious freedoms protected.",toxic,homosexual_gay_or_lesbian
267421,"You do not waive your first Amendment rights to open a business, nor should you.  Their application is different.  Government must show a compelling government interest to restrict someone's rights not just state they don't have any.  The right to have a gay wedding anywhere you please should  not take precedence over the free exercise clause.",non-toxic,homosexual_gay_or_lesbian
267427,There have been churches that have been forced to accommodate gay weddings because they have opened up their buildings to other faiths. So YES they have something to worry about,non-toxic,homosexual_gay_or_lesbian
267611,"your logic and understanding are fatally flawed. 

you fail to grasp the true concept of the word ""patriot"" 

nobody is going to force you into a homosexual marriage against your will. that is the extent of your ""rights"" on the subject.

nobody wants your church to marry homosexuals. they want your church to cease the un-American practice of imposing your will on others for no other reason than that you can and always have. 

again... ""patriotism"", you're doing it wrong!",toxic,homosexual_gay_or_lesbian
267623,"No sir, my opinion is not flawed. How long will it be that someone will test the system of religious freedom pertaining to homosexual marriage and the courts force the churches , temples or mosques to go against the teachings. People of faith have rights and if their rights are violated then that is not freedom. So your knowledge of Patriotism is flawed. 
Homosexual marriage is not a right. It is a choice.",toxic,homosexual_gay_or_lesbian
